Function Number,Mean Error,Standard Deviation,Mean Time
1,2.2737367544323206e-13,0.0,2.9438487688700357
2,1278336.807566854,481756.9069337536,10.358211199442545
3,212260254.32523897,190081546.83572987,10.931144078572592
4,1649.820927489476,1036.1574881999838,7.485718170801799
5,1.1368683772161603e-13,0.0,6.648947238922119
