Function Number,Mean Error,Standard Deviation,Mean Time
1,2.2737367544323206e-13,0.0,3.1015947659810386
2,1288248.2027565679,153312.75449880646,11.210188627243042
3,739001130.6278847,937461159.9653224,11.561931371688843
4,530.6391899064969,206.02519450092436,8.949073076248169
5,1.5158245029548803e-13,5.359248925640619e-14,7.322357257207234
